  1.521E+00   4.927E-01   4.877E-01   1.258E+00   2.671E-01
  1.319E+00   4.212E-01   4.149E-01   1.090E+00   2.173E-01
  1.183E+00   3.742E-01   3.668E-01   9.770E-01   1.855E-01
  1.034E+00   3.242E-01   3.156E-01   8.548E-01   1.531E-01
  8.603E-01   2.676E-01   2.574E-01   7.138E-01   1.179E-01
  7.357E-01   2.276E-01   2.164E-01   6.137E-01   9.419E-02
  6.391E-01   1.971E-01   1.850E-01   5.369E-01   7.674E-02
  5.611E-01   1.725E-01   1.598E-01   4.755E-01   6.319E-02
  4.964E-01   1.523E-01   1.392E-01   4.250E-01   5.231E-02
  4.417E-01   1.352E-01   1.218E-01   3.828E-01   4.338E-02
  3.949E-01   1.207E-01   1.071E-01   3.472E-01   3.594E-02
  3.544E-01   1.081E-01   9.444E-02   3.168E-01   2.967E-02
  3.191E-01   9.717E-02   8.352E-02   2.909E-01   2.433E-02
  2.880E-01   8.757E-02   7.405E-02   2.689E-01   1.976E-02
  2.606E-01   7.913E-02   6.581E-02   2.503E-01   1.583E-02
  2.363E-01   7.167E-02   5.863E-02   2.350E-01   1.245E-02
  2.148E-01   6.507E-02   5.241E-02   2.228E-01   9.530E-03
  1.959E-01   5.927E-02   4.706E-02   2.141E-01   7.011E-03
  1.796E-01   5.426E-02   4.260E-02   2.095E-01   4.842E-03
  1.668E-01   5.019E-02   3.921E-02   2.109E-01   2.979E-03
  1.618E-01   4.845E-02   3.798E-02   2.166E-01   1.993E-03
  1.609E-01   4.785E-02   3.780E-02   2.243E-01   1.385E-03
  1.642E-01   4.823E-02   3.873E-02   2.382E-01   8.120E-04
  1.697E-01   4.932E-02   4.019E-02   2.503E-01   5.376E-04
  1.829E-01   5.221E-02   4.366E-02   2.718E-01   2.692E-04
  1.994E-01   5.596E-02   4.791E-02   2.933E-01   1.360E-04
  2.446E-01   6.650E-02   5.946E-02   3.414E-01   2.817E-05
  2.812E+00   9.599E-01   9.589E-01   2.324E+00   5.520E-01
  2.693E+00   9.285E-01   9.273E-01   2.235E+00   5.682E-01
  2.602E+00   9.000E-01   8.986E-01   2.165E+00   5.660E-01
  2.466E+00   8.533E-01   8.516E-01   2.058E+00   5.482E-01
  2.286E+00   7.864E-01   7.842E-01   1.912E+00   5.080E-01
  2.163E+00   7.391E-01   7.366E-01   1.811E+00   4.742E-01
  2.030E+00   6.873E-01   6.842E-01   1.701E+00   4.344E-01
  1.875E+00   6.270E-01   6.233E-01   1.571E+00   3.863E-01
  1.762E+00   5.838E-01   5.795E-01   1.477E+00   3.514E-01
  1.601E+00   5.227E-01   5.176E-01   1.342E+00   3.023E-01
  1.391E+00   4.459E-01   4.394E-01   1.167E+00   2.422E-01
  1.249E+00   3.955E-01   3.879E-01   1.048E+00   2.043E-01
  1.094E+00   3.423E-01   3.335E-01   9.200E-01   1.661E-01
  9.137E-01   2.822E-01   2.719E-01   7.720E-01   1.254E-01
  7.836E-01   2.400E-01   2.287E-01   6.665E-01   9.863E-02
  6.826E-01   2.078E-01   1.957E-01   5.852E-01   7.923E-02
  6.008E-01   1.820E-01   1.694E-01   5.198E-01   6.441E-02
  5.329E-01   1.608E-01   1.478E-01   4.660E-01   5.269E-02
  4.753E-01   1.429E-01   1.297E-01   4.207E-01   4.322E-02
  4.260E-01   1.276E-01   1.143E-01   3.823E-01   3.545E-02
  3.831E-01   1.144E-01   1.011E-01   3.494E-01   2.898E-02
  3.457E-01   1.029E-01   8.976E-02   3.212E-01   2.357E-02
  3.127E-01   9.287E-02   7.988E-02   2.969E-01   1.900E-02
  2.834E-01   8.397E-02   7.127E-02   2.762E-01   1.513E-02
  2.573E-01   7.607E-02   6.375E-02   2.587E-01   1.184E-02
  2.341E-01   6.905E-02   5.720E-02   2.442E-01   9.042E-03
  2.134E-01   6.282E-02   5.152E-02   2.329E-01   6.656E-03
  1.954E-01   5.734E-02   4.672E-02   2.252E-01   4.618E-03
  1.807E-01   5.273E-02   4.296E-02   2.223E-01   2.872E-03
  1.745E-01   5.059E-02   4.148E-02   2.244E-01   1.942E-03
  1.726E-01   4.968E-02   4.110E-02   2.287E-01   1.362E-03
  1.747E-01   4.966E-02   4.181E-02   2.377E-01   8.083E-04
  1.795E-01   5.048E-02   4.313E-02   2.461E-01   5.389E-04
  1.918E-01   5.299E-02   4.640E-02   2.617E-01   2.718E-04
  2.075E-01   5.644E-02   5.050E-02   2.780E-01   1.377E-04
  2.513E-01   6.642E-02   6.175E-02   3.166E-01   2.841E-05
  2.921E+00   1.009E+00   1.008E+00   2.438E+00   6.362E-01
  2.808E+00   9.837E-01   9.825E-01   2.355E+00   6.604E-01
  2.719E+00   9.572E-01   9.558E-01   2.286E+00   6.594E-01
  2.584E+00   9.105E-01   9.088E-01   2.179E+00   6.384E-01
  2.400E+00   8.405E-01   8.383E-01   2.030E+00   5.890E-01
  2.273E+00   7.899E-01   7.873E-01   1.925E+00   5.473E-01
  2.135E+00   7.339E-01   7.307E-01   1.810E+00   4.984E-01
  1.974E+00   6.685E-01   6.647E-01   1.674E+00   4.396E-01
  1.857E+00   6.216E-01   6.172E-01   1.576E+00   3.973E-01
  1.689E+00   5.555E-01   5.502E-01   1.434E+00   3.383E-01
  1.471E+00   4.728E-01   4.661E-01   1.251E+00   2.670E-01
  1.323E+00   4.187E-01   4.109E-01   1.127E+00   2.228E-01
  1.162E+00   3.620E-01   3.530E-01   9.924E-01   1.789E-01
  9.737E-01   2.983E-01   2.879E-01   8.368E-01   1.329E-01
  8.378E-01   2.538E-01   2.424E-01   7.253E-01   1.031E-01
  7.320E-01   2.199E-01   2.079E-01   6.391E-01   8.193E-02
  6.462E-01   1.928E-01   1.803E-01   5.696E-01   6.594E-02
  5.747E-01   1.705E-01   1.577E-01   5.120E-01   5.347E-02
  5.140E-01   1.518E-01   1.388E-01   4.634E-01   4.352E-02
  4.618E-01   1.358E-01   1.228E-01   4.220E-01   3.544E-02
  4.164E-01   1.219E-01   1.090E-01   3.863E-01   2.880E-02
  3.766E-01   1.099E-01   9.714E-02   3.555E-01   2.331E-02
  3.415E-01   9.925E-02   8.681E-02   3.288E-01   1.873E-02
  3.101E-01   8.986E-02   7.778E-02   3.057E-01   1.489E-02
  2.822E-01   8.149E-02   6.987E-02   2.858E-01   1.166E-02
  2.570E-01   7.401E-02   6.294E-02   2.688E-01   8.925E-03
  2.345E-01   6.731E-02   5.688E-02   2.548E-01   6.608E-03
  2.146E-01   6.134E-02   5.169E-02   2.438E-01   4.629E-03
  1.978E-01   5.617E-02   4.750E-02   2.368E-01   2.919E-03
  1.903E-01   5.364E-02   4.571E-02   2.355E-01   1.995E-03
  1.873E-01   5.241E-02   4.510E-02   2.368E-01   1.411E-03
  1.882E-01   5.202E-02   4.552E-02   2.417E-01   8.457E-04
  1.921E-01   5.258E-02   4.665E-02   2.471E-01   5.666E-04
  2.033E-01   5.475E-02   4.966E-02   2.583E-01   2.871E-04
  2.181E-01   5.793E-02   5.354E-02   2.711E-01   1.457E-04
  2.602E-01   6.748E-02   6.435E-02   3.045E-01   3.008E-05
  3.009E+00   1.052E+00   1.051E+00   2.529E+00   7.120E-01
  2.900E+00   1.030E+00   1.028E+00   2.449E+00   7.377E-01
  2.811E+00   1.004E+00   1.002E+00   2.381E+00   7.349E-01
  2.674E+00   9.556E-01   9.538E-01   2.272E+00   7.088E-01
  2.486E+00   8.819E-01   8.796E-01   2.118E+00   6.501E-01
  2.356E+00   8.282E-01   8.255E-01   2.010E+00   6.014E-01
  2.214E+00   7.686E-01   7.654E-01   1.891E+00   5.449E-01
  2.048E+00   6.991E-01   6.952E-01   1.751E+00   4.777E-01
  1.927E+00   6.494E-01   6.449E-01   1.649E+00   4.297E-01
  1.754E+00   5.793E-01   5.739E-01   1.502E+00   3.634E-01
  1.530E+00   4.921E-01   4.853E-01   1.313E+00   2.842E-01
  1.378E+00   4.356E-01   4.277E-01   1.185E+00   2.356E-01
  1.212E+00   3.764E-01   3.673E-01   1.046E+00   1.877E-01
  1.018E+00   3.102E-01   2.997E-01   8.847E-01   1.382E-01
  8.783E-01   2.640E-01   2.527E-01   7.689E-01   1.065E-01
  7.691E-01   2.290E-01   2.170E-01   6.792E-01   8.405E-02
  6.803E-01   2.010E-01   1.886E-01   6.066E-01   6.730E-02
  6.062E-01   1.780E-01   1.653E-01   5.462E-01   5.433E-02
  5.432E-01   1.586E-01   1.458E-01   4.952E-01   4.405E-02
  4.890E-01   1.420E-01   1.293E-01   4.516E-01   3.577E-02
  4.417E-01   1.277E-01   1.151E-01   4.139E-01   2.901E-02
  4.002E-01   1.152E-01   1.028E-01   3.811E-01   2.344E-02
  3.634E-01   1.042E-01   9.213E-02   3.526E-01   1.883E-02
  3.306E-01   9.445E-02   8.278E-02   3.277E-01   1.498E-02
  3.012E-01   8.574E-02   7.458E-02   3.061E-01   1.176E-02
  2.747E-01   7.792E-02   6.735E-02   2.873E-01   9.035E-03
  2.508E-01   7.088E-02   6.101E-02   2.713E-01   6.724E-03
  2.294E-01   6.455E-02   5.552E-02   2.581E-01   4.743E-03
  2.112E-01   5.898E-02   5.099E-02   2.483E-01   3.016E-03
  2.026E-01   5.617E-02   4.897E-02   2.448E-01   2.072E-03
  1.988E-01   5.473E-02   4.817E-02   2.442E-01   1.471E-03
  1.987E-01   5.406E-02   4.836E-02   2.465E-01   8.839E-04
  2.021E-01   5.446E-02   4.933E-02   2.502E-01   5.926E-04
  2.123E-01   5.639E-02   5.211E-02   2.590E-01   3.002E-04
  2.264E-01   5.938E-02   5.580E-02   2.700E-01   1.521E-04
  2.671E-01   6.865E-02   6.627E-02   3.012E-01   3.126E-05
  3.138E+00   1.118E+00   1.117E+00   2.661E+00   8.297E-01
  3.030E+00   1.098E+00   1.097E+00   2.583E+00   8.530E-01
  2.940E+00   1.071E+00   1.069E+00   2.513E+00   8.451E-01
  2.799E+00   1.020E+00   1.018E+00   2.401E+00   8.090E-01
  2.605E+00   9.397E-01   9.373E-01   2.241E+00   7.349E-01
  2.469E+00   8.811E-01   8.783E-01   2.127E+00   6.756E-01
  2.321E+00   8.162E-01   8.129E-01   2.002E+00   6.079E-01
  2.148E+00   7.407E-01   7.366E-01   1.855E+00   5.287E-01
  2.023E+00   6.868E-01   6.822E-01   1.748E+00   4.729E-01
  1.844E+00   6.115E-01   6.059E-01   1.595E+00   3.966E-01
  1.611E+00   5.183E-01   5.114E-01   1.397E+00   3.068E-01
  1.453E+00   4.583E-01   4.503E-01   1.263E+00   2.524E-01
  1.281E+00   3.958E-01   3.867E-01   1.119E+00   1.994E-01
  1.080E+00   3.263E-01   3.158E-01   9.501E-01   1.452E-01
  9.341E-01   2.781E-01   2.667E-01   8.286E-01   1.110E-01
  8.201E-01   2.415E-01   2.295E-01   7.340E-01   8.713E-02
  7.273E-01   2.123E-01   2.000E-01   6.572E-01   6.940E-02
  6.497E-01   1.883E-01   1.757E-01   5.931E-01   5.580E-02
  5.836E-01   1.680E-01   1.555E-01   5.388E-01   4.509E-02
  5.265E-01   1.507E-01   1.383E-01   4.921E-01   3.652E-02
  4.767E-01   1.358E-01   1.235E-01   4.516E-01   2.958E-02
  4.328E-01   1.227E-01   1.107E-01   4.163E-01   2.390E-02
  3.938E-01   1.112E-01   9.955E-02   3.853E-01   1.921E-02
  3.590E-01   1.009E-01   8.977E-02   3.580E-01   1.531E-02
  3.276E-01   9.173E-02   8.114E-02   3.340E-01   1.205E-02
  2.992E-01   8.345E-02   7.352E-02   3.127E-01   9.304E-03
  2.735E-01   7.595E-02   6.677E-02   2.941E-01   6.961E-03
  2.502E-01   6.914E-02   6.085E-02   2.780E-01   4.938E-03
  2.299E-01   6.304E-02   5.585E-02   2.645E-01   3.158E-03
  2.199E-01   5.986E-02   5.349E-02   2.582E-01   2.175E-03
  2.150E-01   5.813E-02   5.243E-02   2.553E-01   1.544E-03
  2.135E-01   5.710E-02   5.228E-02   2.547E-01   9.267E-04
  2.159E-01   5.727E-02   5.302E-02   2.565E-01   6.201E-04
  2.249E-01   5.888E-02   5.547E-02   2.627E-01   3.127E-04
  2.378E-01   6.163E-02   5.887E-02   2.718E-01   1.578E-04
  2.766E-01   7.049E-02   6.881E-02   3.009E-01   3.213E-05
  3.358E+00   1.239E+00   1.238E+00   2.887E+00   1.044E+00
  3.249E+00   1.217E+00   1.216E+00   2.807E+00   1.055E+00
  3.154E+00   1.186E+00   1.185E+00   2.733E+00   1.034E+00
  3.005E+00   1.127E+00   1.125E+00   2.612E+00   9.758E-01
  2.797E+00   1.034E+00   1.031E+00   2.438E+00   8.725E-01
  2.652E+00   9.665E-01   9.635E-01   2.315E+00   7.942E-01
  2.494E+00   8.922E-01   8.887E-01   2.179E+00   7.073E-01
  2.309E+00   8.065E-01   8.023E-01   2.021E+00   6.082E-01
  2.176E+00   7.460E-01   7.412E-01   1.906E+00   5.397E-01
  1.986E+00   6.620E-01   6.563E-01   1.742E+00   4.475E-01
  1.740E+00   5.595E-01   5.523E-01   1.531E+00   3.413E-01
  1.573E+00   4.941E-01   4.860E-01   1.389E+00   2.782E-01
  1.392E+00   4.267E-01   4.174E-01   1.235E+00   2.175E-01
  1.179E+00   3.521E-01   3.416E-01   1.055E+00   1.566E-01
  1.024E+00   3.006E-01   2.893E-01   9.239E-01   1.187E-01
  9.025E-01   2.617E-01   2.498E-01   8.217E-01   9.254E-02
  8.034E-01   2.306E-01   2.184E-01   7.383E-01   7.336E-02
  7.202E-01   2.050E-01   1.928E-01   6.683E-01   5.877E-02
  6.491E-01   1.835E-01   1.713E-01   6.087E-01   4.738E-02
  5.875E-01   1.650E-01   1.530E-01   5.571E-01   3.834E-02
  5.335E-01   1.490E-01   1.373E-01   5.122E-01   3.106E-02
  4.859E-01   1.350E-01   1.236E-01   4.727E-01   2.513E-02
  4.434E-01   1.226E-01   1.117E-01   4.377E-01   2.025E-02
  4.052E-01   1.116E-01   1.012E-01   4.066E-01   1.620E-02
  3.707E-01   1.017E-01   9.189E-02   3.788E-01   1.281E-02
  3.393E-01   9.265E-02   8.359E-02   3.537E-01   9.936E-03
  3.106E-01   8.442E-02   7.618E-02   3.310E-01   7.468E-03
  2.842E-01   7.684E-02   6.955E-02   3.104E-01   5.317E-03
  2.605E-01   6.991E-02   6.376E-02   2.916E-01   3.402E-03
  2.482E-01   6.615E-02   6.084E-02   2.813E-01   2.337E-03
  2.414E-01   6.395E-02   5.932E-02   2.752E-01   1.653E-03
  2.376E-01   6.236E-02   5.858E-02   2.706E-01   9.853E-04
  2.385E-01   6.215E-02   5.892E-02   2.698E-01   6.555E-04
  2.451E-01   6.325E-02   6.078E-02   2.728E-01   3.276E-04
  2.562E-01   6.558E-02   6.369E-02   2.798E-01   1.640E-04
  2.916E-01   7.375E-02   7.273E-02   2.863E-01   3.295E-05
  3.620E+00   1.389E+00   1.388E+00   3.153E+00   1.309E+00
  3.502E+00   1.360E+00   1.359E+00   3.065E+00   1.295E+00
  3.401E+00   1.322E+00   1.320E+00   2.984E+00   1.254E+00
  3.238E+00   1.250E+00   1.248E+00   2.850E+00   1.166E+00
  3.013E+00   1.140E+00   1.137E+00   2.658E+00   1.026E+00
  2.856E+00   1.061E+00   1.058E+00   2.523E+00   9.247E-01
  2.685E+00   9.759E-01   9.723E-01   2.376E+00   8.155E-01
  2.488E+00   8.785E-01   8.742E-01   2.204E+00   6.938E-01
  2.346E+00   8.104E-01   8.055E-01   2.081E+00   6.112E-01
  2.143E+00   7.169E-01   7.110E-01   1.905E+00   5.019E-01
  1.882E+00   6.043E-01   5.970E-01   1.679E+00   3.783E-01
  1.706E+00   5.332E-01   5.249E-01   1.528E+00   3.060E-01
  1.514E+00   4.605E-01   4.511E-01   1.363E+00   2.374E-01
  1.288E+00   3.807E-01   3.701E-01   1.170E+00   1.695E-01
  1.124E+00   3.258E-01   3.144E-01   1.029E+00   1.278E-01
  9.945E-01   2.842E-01   2.725E-01   9.188E-01   9.924E-02
  8.883E-01   2.512E-01   2.392E-01   8.281E-01   7.849E-02
  7.990E-01   2.239E-01   2.119E-01   7.517E-01   6.282E-02
  7.224E-01   2.009E-01   1.891E-01   6.862E-01   5.066E-02
  6.558E-01   1.812E-01   1.696E-01   6.293E-01   4.103E-02
  5.973E-01   1.641E-01   1.528E-01   5.794E-01   3.330E-02
  5.455E-01   1.491E-01   1.382E-01   5.352E-01   2.702E-02
  4.991E-01   1.357E-01   1.254E-01   4.959E-01   2.184E-02
  4.573E-01   1.238E-01   1.141E-01   4.606E-01   1.754E-02
  4.193E-01   1.130E-01   1.040E-01   4.286E-01   1.391E-02
  3.845E-01   1.032E-01   9.496E-02   3.993E-01   1.082E-02
  3.524E-01   9.416E-02   8.677E-02   3.723E-01   8.147E-03
  3.226E-01   8.574E-02   7.934E-02   3.469E-01   5.795E-03
  2.951E-01   7.788E-02   7.262E-02   3.226E-01   3.690E-03
  2.800E-01   7.346E-02   6.904E-02   3.085E-01   2.520E-03
  2.712E-01   7.075E-02   6.698E-02   2.993E-01   1.771E-03
  2.646E-01   6.851E-02   6.554E-02   2.909E-01   1.045E-03
  2.636E-01   6.787E-02   6.542E-02   2.878E-01   6.908E-04
  2.677E-01   6.836E-02   6.658E-02   2.879E-01   3.418E-04
  2.766E-01   7.022E-02   6.892E-02   2.929E-01   1.697E-04
  3.081E-01   7.756E-02   7.694E-02   3.172E-01   3.370E-05
  3.873E+00   1.539E+00   1.538E+00   3.410E+00   1.572E+00
  3.744E+00   1.500E+00   1.498E+00   3.311E+00   1.528E+00
  3.633E+00   1.452E+00   1.450E+00   3.220E+00   1.464E+00
  3.457E+00   1.366E+00   1.364E+00   3.072E+00   1.345E+00
  3.212E+00   1.239E+00   1.236E+00   2.862E+00   1.168E+00
  3.044E+00   1.149E+00   1.146E+00   2.715E+00   1.044E+00
  2.861E+00   1.053E+00   1.049E+00   2.556E+00   9.137E-01
  2.651E+00   9.442E-01   9.397E-01   2.372E+00   7.711E-01
  2.501E+00   8.691E-01   8.640E-01   2.240E+00   6.756E-01
  2.287E+00   7.669E-01   7.608E-01   2.053E+00   5.508E-01
  2.013E+00   6.450E-01   6.376E-01   1.815E+00   4.117E-01
  1.828E+00   5.690E-01   5.605E-01   1.655E+00   3.313E-01
  1.627E+00   4.915E-01   4.821E-01   1.481E+00   2.558E-01
  1.390E+00   4.070E-01   3.964E-01   1.276E+00   1.817E-01
  1.216E+00   3.490E-01   3.378E-01   1.126E+00   1.366E-01
  1.080E+00   3.052E-01   2.936E-01   1.008E+00   1.060E-01
  9.671E-01   2.703E-01   2.586E-01   9.108E-01   8.382E-02
  8.721E-01   2.415E-01   2.298E-01   8.284E-01   6.712E-02
  7.905E-01   2.172E-01   2.057E-01   7.575E-01   5.419E-02
  7.193E-01   1.964E-01   1.852E-01   6.957E-01   4.398E-02
  6.566E-01   1.782E-01   1.674E-01   6.412E-01   3.578E-02
  6.009E-01   1.622E-01   1.519E-01   5.928E-01   2.910E-02
  5.509E-01   1.480E-01   1.383E-01   5.495E-01   2.359E-02
  5.057E-01   1.353E-01   1.262E-01   5.103E-01   1.899E-02
  4.645E-01   1.237E-01   1.153E-01   4.745E-01   1.509E-02
  4.266E-01   1.132E-01   1.055E-01   4.415E-01   1.175E-02
  3.914E-01   1.034E-01   9.663E-02   4.106E-01   8.839E-03
  3.583E-01   9.415E-02   8.841E-02   3.810E-01   6.269E-03
  3.272E-01   8.542E-02   8.082E-02   3.520E-01   3.966E-03
  3.096E-01   8.039E-02   7.660E-02   3.345E-01   2.691E-03
  2.988E-01   7.720E-02   7.403E-02   3.227E-01   1.880E-03
  2.896E-01   7.434E-02   7.193E-02   3.113E-01   1.100E-03
  2.868E-01   7.330E-02   7.135E-02   3.062E-01   7.226E-04
  2.883E-01   7.321E-02   7.186E-02   3.038E-01   3.545E-04
  2.952E-01   7.460E-02   7.365E-02   3.071E-01   1.749E-04
  3.231E-01   8.115E-02   8.073E-02   3.291E-01   3.438E-05
  4.163E+00   1.716E+00   1.714E+00   3.705E+00   1.879E+00
  4.018E+00   1.660E+00   1.659E+00   3.590E+00   1.795E+00
  3.895E+00   1.601E+00   1.599E+00   3.486E+00   1.703E+00
  3.700E+00   1.497E+00   1.495E+00   3.320E+00   1.545E+00
  3.434E+00   1.349E+00   1.346E+00   3.088E+00   1.324E+00
  3.252E+00   1.246E+00   1.243E+00   2.927E+00   1.175E+00
  3.056E+00   1.137E+00   1.133E+00   2.755E+00   1.021E+00
  2.832E+00   1.016E+00   1.012E+00   2.556E+00   8.552E-01
  2.672E+00   9.333E-01   9.281E-01   2.416E+00   7.456E-01
  2.446E+00   8.215E-01   8.153E-01   2.217E+00   6.041E-01
  2.158E+00   6.898E-01   6.822E-01   1.964E+00   4.483E-01
  1.964E+00   6.082E-01   5.997E-01   1.795E+00   3.594E-01
  1.752E+00   5.258E-01   5.162E-01   1.610E+00   2.765E-01
  1.502E+00   4.362E-01   4.256E-01   1.393E+00   1.958E-01
  1.319E+00   3.749E-01   3.637E-01   1.233E+00   1.470E-01
  1.174E+00   3.286E-01   3.171E-01   1.107E+00   1.140E-01
  1.055E+00   2.917E-01   2.802E-01   1.002E+00   9.024E-02
  9.533E-01   2.612E-01   2.498E-01   9.130E-01   7.237E-02
  8.661E-01   2.355E-01   2.243E-01   8.362E-01   5.854E-02
  7.898E-01   2.133E-01   2.025E-01   7.690E-01   4.762E-02
  7.225E-01   1.940E-01   1.837E-01   7.095E-01   3.884E-02
  6.625E-01   1.770E-01   1.672E-01   6.564E-01   3.167E-02
  6.085E-01   1.618E-01   1.526E-01   6.086E-01   2.573E-02
  5.596E-01   1.482E-01   1.396E-01   5.652E-01   2.075E-02
  5.148E-01   1.357E-01   1.279E-01   5.253E-01   1.651E-02
  4.734E-01   1.243E-01   1.173E-01   4.882E-01   1.285E-02
  4.347E-01   1.137E-01   1.076E-01   4.530E-01   9.652E-03
  3.980E-01   1.036E-01   9.848E-02   4.190E-01   6.817E-03
  3.629E-01   9.390E-02   8.989E-02   3.850E-01   4.281E-03
  3.425E-01   8.819E-02   8.495E-02   3.641E-01   2.884E-03
  3.293E-01   8.444E-02   8.180E-02   3.496E-01   2.002E-03
  3.172E-01   8.089E-02   7.893E-02   3.349E-01   1.161E-03
  3.124E-01   7.938E-02   7.784E-02   3.279E-01   7.579E-04
  3.111E-01   7.864E-02   7.761E-02   3.229E-01   3.686E-04
  3.156E-01   7.950E-02   7.881E-02   3.243E-01   1.807E-04
  3.395E-01   8.513E-02   8.486E-02   3.435E-01   3.515E-05
  4.748E+00   2.081E+00   2.079E+00   4.297E+00   2.505E+00
  4.564E+00   1.986E+00   1.984E+00   4.142E+00   2.329E+00
  4.411E+00   1.898E+00   1.896E+00   4.010E+00   2.175E+00
  4.177E+00   1.756E+00   1.754E+00   3.804E+00   1.937E+00
  3.865E+00   1.563E+00   1.560E+00   3.525E+00   1.626E+00
  3.655E+00   1.434E+00   1.430E+00   3.337E+00   1.427E+00
  3.432E+00   1.300E+00   1.296E+00   3.137E+00   1.226E+00
  3.180E+00   1.154E+00   1.150E+00   2.912E+00   1.016E+00
  3.002E+00   1.056E+00   1.051E+00   2.753E+00   8.794E-01
  2.753E+00   9.261E-01   9.197E-01   2.531E+00   7.062E-01
  2.437E+00   7.756E-01   7.678E-01   2.251E+00   5.193E-01
  2.225E+00   6.838E-01   6.751E-01   2.064E+00   4.143E-01
  1.994E+00   5.919E-01   5.823E-01   1.860E+00   3.174E-01
  1.720E+00   4.928E-01   4.822E-01   1.619E+00   2.243E-01
  1.518E+00   4.253E-01   4.142E-01   1.440E+00   1.685E-01
  1.357E+00   3.743E-01   3.631E-01   1.297E+00   1.309E-01
  1.224E+00   3.335E-01   3.224E-01   1.178E+00   1.039E-01
  1.111E+00   2.998E-01   2.889E-01   1.076E+00   8.360E-02
  1.013E+00   2.712E-01   2.606E-01   9.880E-01   6.790E-02
  9.268E-01   2.466E-01   2.364E-01   9.102E-01   5.546E-02
  8.505E-01   2.250E-01   2.154E-01   8.411E-01   4.542E-02
  7.822E-01   2.059E-01   1.969E-01   7.790E-01   3.717E-02
  7.205E-01   1.889E-01   1.805E-01   7.227E-01   3.029E-02
  6.642E-01   1.734E-01   1.658E-01   6.712E-01   2.447E-02
  6.125E-01   1.593E-01   1.524E-01   6.234E-01   1.947E-02
  5.643E-01   1.462E-01   1.402E-01   5.785E-01   1.513E-02
  5.188E-01   1.340E-01   1.288E-01   5.355E-01   1.131E-02
  4.751E-01   1.222E-01   1.179E-01   4.932E-01   7.921E-03
